DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
THE DUGOUT,RIVER AVENUE,low income,American,21,B
THE DUGOUT,RIVER AVENUE,low income,American,21,B
THE DUGOUT,RIVER AVENUE,low income,American,21,B
THE END ZONE BAR,14 AVENUE,medium income,American,10,A
THE END ZONE BAR,14 AVENUE,medium income,American,10,A
THE END ZONE BAR,14 AVENUE,medium income,American,10,A
ROSA'S CAFE,38 AVENUE,medium income,Spanish,14,B
ROSA'S CAFE,38 AVENUE,medium income,Spanish,14,B
ROSA'S CAFE,38 AVENUE,medium income,Spanish,14,B
ROSA MEXICANO,FIRST AVENUE,high income,Mexican,13,A
ROSA MEXICANO,FIRST AVENUE,high income,Mexican,13,A
ROSA MEXICANO,FIRST AVENUE,high income,Mexican,13,A
THE GIN MILL,AMSTERDAM AVENUE,high income,American,12,A
THE GIN MILL,AMSTERDAM AVENUE,high income,American,12,A
THE GIN MILL,AMSTERDAM AVENUE,high income,American,12,A
THE GIN MILL,AMSTERDAM AVENUE,high income,American,12,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,American,13,A
THE GREAT BURRITO MEXICAN KITCHEN,AMSTERDAM AVENUE,high income,Mexican,12,A
THE GREAT BURRITO MEXICAN KITCHEN,AMSTERDAM AVENUE,high income,Mexican,12,A
THE GREEK,GREENWICH STREET,high income,Greek,14,B
THE GREEK,GREENWICH STREET,high income,Greek,14,B
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROSSY'S BAKERY & COFFEE SHOP,EAST    3 STREET,medium income,Spanish,12,A
ROVE,AUSTIN ST,medium income,American,7,A
THE HORSEBOX,AVENUE A,medium income,American,13,A
ROVE,AUSTIN ST,medium income,American,7,A
ROVE,AUSTIN ST,medium income,American,7,A
ROVE,AUSTIN ST,medium income,American,7,A
ROYAL FRIED CHICKEN,AVENUE D,medium income,Chicken,21,B
THE INTERNATIONAL CULINARY INSTITUTE,BROADWAY,high income,American,7,A
THE ISLANDS,WASHINGTON AVENUE,medium income,Caribbean,25,B
THE ISLANDS,WASHINGTON AVENUE,medium income,Caribbean,25,B
THE ISLANDS,WASHINGTON AVENUE,medium income,Caribbean,25,B
THE ISLANDS,WASHINGTON AVENUE,medium income,Caribbean,25,B
ROYAL FRIED CHICKEN,AVENUE D,medium income,Chicken,21,B
THE LEOPARD AT DES ARTISTES,WEST   67 STREET,high income,Italian,13,A
THE LIBRARY,AVENUE A,medium income,"Bottled beverages, including water, sodas, juices, etc.",22,B
THE LIBRARY,AVENUE A,medium income,"Bottled beverages, including water, sodas, juices, etc.",22,B
THE LIBRARY,AVENUE A,medium income,"Bottled beverages, including water, sodas, juices, etc.",22,B
ROYALE,AVENUE C,medium income,American,21,B
THE LOFT AT ARIANA'S GRAND,ARTHUR KILL ROAD,medium income,Italian,13,A
THE LOFT AT ARIANA'S GRAND,ARTHUR KILL ROAD,medium income,Italian,13,A
RUINAS DE COPAN,BROOK AVENUE,low income,Spanish,27,B
THE MANSION,YORK AVENUE,high income,American,11,A
THE MANSION,YORK AVENUE,high income,American,11,A
THE MET GRILL/DOUBLE TREE HOTEL,LEXINGTON AVENUE,high income,American,27,B
THE MET GRILL/DOUBLE TREE HOTEL,LEXINGTON AVENUE,high income,American,27,B
THE MET GRILL/DOUBLE TREE HOTEL,LEXINGTON AVENUE,high income,American,27,B
THE MET GRILL/DOUBLE TREE HOTEL,LEXINGTON AVENUE,high income,American,27,B
THE MILL COFFEE HOUSE,11TH ST,medium income,Caf̩/Coffee/Tea,10,A
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Caf̩/Coffee/Tea,32,C
THE NATIONAL,EAST   50 STREET,high income,American,19,B
THE NATIONAL,EAST   50 STREET,high income,American,19,B
THE NATIONAL,EAST   50 STREET,high income,American,19,B
THE NATIONAL,EAST   50 STREET,high income,American,19,B
THE NEW AMITY RESTAURANT,MADISON AVENUE,high income,American,13,A
THE NEW AMITY RESTAURANT,MADISON AVENUE,high income,American,13,A
THE NEW THOMPSON DINER,QUEENS BOULEVARD,medium income,American,26,B
THE NEW THOMPSON DINER,QUEENS BOULEVARD,medium income,American,26,B
THE NEW THOMPSON DINER,QUEENS BOULEVARD,medium income,American,26,B
THE ODEON,WEST BROADWAY,high income,French,19,B
THE ODEON,WEST BROADWAY,high income,French,19,B
THE ODEON,WEST BROADWAY,high income,French,19,B
RUINAS DE COPAN,BROOK AVENUE,low income,Spanish,27,B
RUINAS DE COPAN,BROOK AVENUE,low income,Spanish,27,B
RUINAS DE COPAN,BROOK AVENUE,low income,Spanish,27,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
RUSSIAN TURKISH BATHS,EAST   10 STREET,medium income,Russian,23,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PARLOUR,WEST   86 STREET,high income,American,20,B
THE PASTELILLOS HOUSE & DELI,EAST  138 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
THE PATRIOT SALOON,CHAMBERS STREET,high income,American,23,B
THE PATRIOT SALOON,CHAMBERS STREET,high income,American,23,B
RYAN'S DAUGHTER CAFE,EAST   85 STREET,high income,Irish,25,B
THE PERFECT PINT,EAST   45 STREET,high income,Irish,12,A
THE POINT AFRICAN CARIBBEAN RESTAURANT,WEBSTER AVENUE,low income,African,24,B
THE POINT AFRICAN CARIBBEAN RESTAURANT,WEBSTER AVENUE,low income,African,24,B
THE POINT AFRICAN CARIBBEAN RESTAURANT,WEBSTER AVENUE,low income,African,24,B
THE POINT AFRICAN CARIBBEAN RESTAURANT,WEBSTER AVENUE,low income,African,24,B
THE POINT CAFE & GRILL,HUNTS POINT AVENUE,low income,Delicatessen,12,A
THE POINT CAFE & GRILL,HUNTS POINT AVENUE,low income,Delicatessen,12,A
THE PRESS BOX,2 AVENUE,high income,American,17,B
SABLE,2 AVENUE,high income,Delicatessen,25,B
SABOR A MEXICO II,EAST   77 STREET,high income,Mexican,11,A
SABOR A MEXICO TAQUERIA,1 AVENUE,medium income,Mexican,12,A
SABOR A MEXICO TAQUERIA,1 AVENUE,medium income,Mexican,12,A
SABOR A MEXICO TAQUERIA,1 AVENUE,medium income,Mexican,12,A
SABOR A MEXICO TAQUERIA,1 AVENUE,medium income,Mexican,12,A
SAHARA EAST RESTAURANT,1 AVENUE,medium income,Middle Eastern,30,C
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE RIVER CLUB,EAST   52 STREET,high income,American,25,B
THE ROOSEVELT HOTEL,EAST   45 STREET,high income,American,12,A
THE ROOSEVELT HOTEL,EAST   45 STREET,high income,American,12,A
THE ROXY HOTEL,WHITE STREET,high income,American,12,A
THE ROXY HOTEL,WHITE STREET,high income,American,12,A
SAHARA EAST RESTAURANT,1 AVENUE,medium income,Middle Eastern,30,C
THE SEA FIRE GRILL,EAST   48 STREET,high income,American,13,A
THE SEA FIRE GRILL,EAST   48 STREET,high income,American,13,A
THE SEA FIRE GRILL,EAST   48 STREET,high income,American,13,A
THE SMITH,BROADWAY,high income,American,17,B
THE SOCIAL BUTTERFLY,ATLANTIC AVENUE,medium income,American,13,A
THE SOCIAL BUTTERFLY,ATLANTIC AVENUE,medium income,American,13,A
THE SPOTTED OWL,AVENUE A,medium income,American,17,B
THE SPOTTED OWL,AVENUE A,medium income,American,17,B
THE SPOTTED OWL,AVENUE A,medium income,American,17,B
SAKE BAR SATSKO,EAST    7 STREET,medium income,Japanese,12,A
SAKE BAR SATSKO,EAST    7 STREET,medium income,Japanese,12,A
THE STUMBLE INN,2 AVENUE,high income,American,11,A
THE STUMBLE INN,2 AVENUE,high income,American,11,A
THE SUMMIT,AVENUE C,medium income,American,12,A
THE SUMMIT,AVENUE C,medium income,American,12,A
THE SUMMIT,AVENUE C,medium income,American,12,A
THE SUMMIT,AVENUE C,medium income,American,12,A
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE TAP HOUSE,AUSTIN STREET,medium income,Irish,53,C
THE THIRD MAN,AVENUE C,medium income,American,13,A
THE THIRD MAN,AVENUE C,medium income,American,13,A
SAL'S FAMILY PIZZA,BROOME STREET,high income,Pizza,23,B
THE TRIAD,WEST   72 STREET,high income,American,12,A
SALAAM BOMBAY,GREENWICH STREET,high income,Indian,27,B
THE VANDERBILT,VANDERBILT AVENUE,medium income,American,14,B
THE VANDERBILT,VANDERBILT AVENUE,medium income,American,14,B
THE VILLAGE GREEN,150TH ST,medium income,American,12,A
THE VILLAGE GREEN,150TH ST,medium income,American,12,A
THE WAY STATION,WASHINGTON AVENUE,medium income,American,13,A
THE WAY STATION,WASHINGTON AVENUE,medium income,American,13,A
THE WAYLAND,EAST    9 STREET,medium income,American,13,A
SALERNO PASTRY CAFE,CROSS ISLAND PARKWAY,medium income,Italian,8,A
SALIMAR,EAST  138 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
SALIMAR,EAST  138 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
SALIMAR,EAST  138 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
SALIMAR,EAST  138 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
THE WHEELTAPPER,EAST   44 STREET,high income,American,12,A
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
THE WORLD BAR,UNITED NATIONS PLAZA,high income,American,24,B
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALUTE KOSHER RESTAURANT,108 STREET,medium income,Russian,12,A
SALVO'S,YORK AVENUE,high income,Pizza/Italian,17,B
SALVO'S,YORK AVENUE,high income,Pizza/Italian,17,B
THREE GUY'S RESTAURANT,MADISON AVENUE,high income,American,12,A
THREE GUY'S RESTAURANT,MADISON AVENUE,high income,American,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAMMY'S ORIGINAL SHRIMP BOX,CITY ISLAND AVENUE,medium income,Seafood,12,A
SAN GERMAN CUCHIFRITO,TIFFANY STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TIBERIO DIMARE,BEACH  116 STREET,medium income,Italian,12,A
TIBERIO DIMARE,BEACH  116 STREET,medium income,Italian,12,A
TIELLA RESTAURANT,1 AVENUE,high income,Italian,11,A
TIELLA RESTAURANT,1 AVENUE,high income,Italian,11,A
SAN GERMAN CUCHIFRITO,TIFFANY STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
TIFFANY & COMPANY,5 AVENUE,high income,American,9,A
TIFFANY & COMPANY,5 AVENUE,high income,American,9,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
TIGRE'S PIZZA & RESTAURANT,EAST  174 STREET,low income,American,13,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
TIGRE'S PIZZA & RESTAURANT,EAST  174 STREET,low income,American,13,A
TIGRE'S PIZZA & RESTAURANT,EAST  174 STREET,low income,American,13,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SAN PIETRO,EAST   54 STREET,high income,Italian,12,A
SANDRO'S,EAST   81 STREET,high income,Italian,27,B
SANDRO'S,EAST   81 STREET,high income,Italian,27,B
TINA BAKERY,EAST  149 STREET,low income,Bakery,16,B
TINA BAKERY,EAST  149 STREET,low income,Bakery,16,B
TINA BAKERY,EAST  149 STREET,low income,Bakery,16,B
TINA BAKERY,EAST  149 STREET,low income,Bakery,16,B
TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,high income,American,13,A
TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,high income,American,13,A
SAPID INDIAN RESTAURANT,WASHINGTON AVENUE,medium income,Indian,15,B
TINY'S PIZZA & PASTA,GRANT AVENUE,low income,Pizza,11,A
TINY'S PIZZA & PASTA,GRANT AVENUE,low income,Pizza,11,A
SAPPHIRES EAST,EAST   60 STREET,high income,American,20,B
SAPPHIRES EAST,EAST   60 STREET,high income,American,20,B
SAPPHIRES EAST,EAST   60 STREET,high income,American,20,B
TISANE PHARMACY,EAST   86 STREET,high income,Caf̩/Coffee/Tea,12,A
SAPPHIRES EAST,EAST   60 STREET,high income,American,20,B
TISANE PHARMACY,EAST   86 STREET,high income,Caf̩/Coffee/Tea,12,A
TISANE PHARMACY,EAST   86 STREET,high income,Caf̩/Coffee/Tea,12,A
TISANE PHARMACY,EAST   86 STREET,high income,Caf̩/Coffee/Tea,12,A
TITA'S DONUTS AND COFFEE SHOP,GRAND CONCOURSE,low income,Bakery,11,A
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,B
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,B
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,B
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,B
SARABETH'S,GREENWICH STREET,high income,American,13,A
SARABETH'S,GREENWICH STREET,high income,American,13,A
SARAVANA BHAVAN,AMSTERDAM AVENUE,high income,Vegetarian,27,B
SARAVANA BHAVAN,AMSTERDAM AVENUE,high income,Vegetarian,27,B
SARAVANA BHAVAN,AMSTERDAM AVENUE,high income,Vegetarian,27,B
TOAD HALL,GRAND STREET,high income,American,11,A
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,high income,Japanese,24,B
SASABUNE EXPRESS NEW YORK,EAST   59 STREET,high income,Japanese,12,A
SASABUNE EXPRESS NEW YORK,EAST   59 STREET,high income,Japanese,12,A
SATURDAYS SURF NYC,CROSBY STREET,high income,Caf̩/Coffee/Tea,12,A
TOM'S COFFEE SHOP,EAST BURNSIDE AVENUE,low income,Caf̩/Coffee/Tea,31,C
TOM'S COFFEE SHOP,EAST BURNSIDE AVENUE,low income,Caf̩/Coffee/Tea,31,C
TOM'S COFFEE SHOP,EAST BURNSIDE AVENUE,low income,Caf̩/Coffee/Tea,31,C
TOM'S COFFEE SHOP,EAST BURNSIDE AVENUE,low income,Caf̩/Coffee/Tea,31,C
TOM'S COFFEE SHOP,EAST BURNSIDE AVENUE,low income,Caf̩/Coffee/Tea,31,C
TOMI JAZZ,EAST   53 STREET,high income,Japanese,13,A
TOMI JAZZ,EAST   53 STREET,high income,Japanese,13,A
TOMI JAZZ,EAST   53 STREET,high income,Japanese,13,A
SCALINATELLA RESTAURANT,EAST   61 STREET,high income,Italian,12,A
SCALINI FEDELI,DUANE STREET,high income,Italian,26,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG'S CAFE,MAIN STREET,low income,Bakery,22,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONG HAI TUNG BAKERY,MAIN STREET,low income,Bakery,23,B
TONY'S DI NAPOLI,3 AVENUE,high income,Italian,13,A
TONY'S DI NAPOLI,3 AVENUE,high income,Italian,13,A
TONY'S DI NAPOLI,3 AVENUE,high income,Italian,13,A
TONY'S DI NAPOLI,3 AVENUE,high income,Italian,13,A
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
TOOKER ALLEY,WASHINGTON AVENUE,medium income,American,16,B
SEDUTTO,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
SEDUTTO,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
SEDUTTO,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
SEDUTTO,1 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
SEGUINE BAGEL BAKERY,AMBOY ROAD,medium income,Delicatessen,14,B
SEGUINE BAGEL BAKERY,AMBOY ROAD,medium income,Delicatessen,14,B
SEGUINE BAGEL BAKERY,AMBOY ROAD,medium income,Delicatessen,14,B
SEL ET POIVRE RESTAURANT,LEXINGTON AVENUE,high income,French,11,A
SEL ET POIVRE RESTAURANT,LEXINGTON AVENUE,high income,French,11,A
TORI O'TOOLES,KISSENA BLVD,low income,Irish,12,A
TORI O'TOOLES,KISSENA BLVD,low income,Irish,12,A
SERAFINA GRILL,EAST 61 ST STREET,high income,Italian,24,B
SERAFINA GRILL,EAST 61 ST STREET,high income,Italian,24,B
SERAFINA GRILL,EAST 61 ST STREET,high income,Italian,24,B
SERAFINA GRILL,EAST 61 ST STREET,high income,Italian,24,B
SERENDIPITY 3,EAST   60 STREET,high income,American,13,A
TOST,KISSENA BLVD,low income,Delicatessen,12,A
SESSION 73,1 AVENUE,high income,American,25,B
SESSION 73,1 AVENUE,high income,American,25,B
SESSION 73,1 AVENUE,high income,American,25,B
SESSION 73,1 AVENUE,high income,American,25,B
TOTOYA,1 AVENUE,high income,Japanese,7,A
SETTE MEZZO,LEXINGTON AVENUE,high income,Italian,13,A
TOURNESOL,VERNON BOULEVARD,medium income,French,12,A
TOURNESOL,VERNON BOULEVARD,medium income,French,12,A
TOWNHOUSE OF NY,EAST   58 STREET,high income,American,12,A
TOWNHOUSE OF NY,EAST   58 STREET,high income,American,12,A
TOWNHOUSE OF NY,EAST   58 STREET,high income,American,12,A
TOWNHOUSE OF NY,EAST   58 STREET,high income,American,12,A
SHAKE SHACK,EAST   86 STREET,high income,American,18,B
SHAKE SHACK,EAST   86 STREET,high income,American,18,B
SHANGHAI CHINESE RESTAURANT,2 AVENUE,high income,Chinese,13,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRE SORELLE,READE STREET,high income,Italian,10,A
TRIBECA BAGELS,CANAL STREET,high income,Delicatessen,23,B
TRIBECA BAGELS,CANAL STREET,high income,Delicatessen,23,B
TRIBECA BAGELS,CANAL STREET,high income,Delicatessen,23,B
TRIBECA BAGELS,CANAL STREET,high income,Delicatessen,23,B
TRIBECA GRILL,GREENWICH STREET,high income,American,12,A
TRIBECA GRILL,GREENWICH STREET,high income,American,12,A
TRIBECA PARK CAFE,WALKER STREET,high income,Delicatessen,13,A
TRIBECA PARK CAFE,WALKER STREET,high income,Delicatessen,13,A
TRIBECA PARK CAFE,WALKER STREET,high income,Delicatessen,13,A
TRIBECA PARK CAFE,WALKER STREET,high income,Delicatessen,13,A
TRIBECA ROOFTOP (10 DESBROSSES STREET),CANAL STREET,high income,American,13,A
TRIBECA ROOFTOP (10 DESBROSSES STREET),CANAL STREET,high income,American,13,A
TRIBECA ROOFTOP (10 DESBROSSES STREET),CANAL STREET,high income,American,13,A
TRIBECA TAVERN,WEST BROADWAY,high income,American,13,A
TRINITY PUB,EAST   84 STREET,high income,American,13,A
TRINITY PUB,EAST   84 STREET,high income,American,13,A
TROPICAL 128,ELIZABETH STREET,high income,American,27,B
